id_mun,nombre,id_prov
154,Facheca,3
155,Famorca,3
156,Finestrat,3
157,Fondó de les Neus,3
158,Formentera del Segura,3
159,Gaianes,3
160,Gata de Gorgos,3
161,Gorga,3
162,Granja de Rocamora,3
163,Guardamar del Segura,3
164,Hondón de los Frailes,3
165,Ibi,3
166,Jacarilla,3
167,Xàbia,3
168,Xixona,3
169,Llíber,3
170,Orxa,3
171,Millena,3
172,Monforte del Cid,3
173,Monòver,3
174,Montesinos,3
175,Murla,3
176,Muro de Alcoy,3
177,Mutxamel,3
178,Novelda,3
179,Nucia,3
180,Ondara,3
181,Onil,3
182,Orba,3
183,Orihuela,3
184,Orxeta,3
185,Parcent,3
186,Pedreguer,3
187,Pego,3
188,Penàguila,3
189,Petrer,3
190,Pilar de la Horadada,3
191,Pinós,3
192,Planes,3
193,Poblets,3
194,Polop,3
195,Quatretondeta,3
196,Rafal,3
197,Ràfol d'Almúnia,3
198,Redován,3
199,Relleu,3
200,Rojales,3
201,Romana,3
202,Sagra,3
203,Salinas,3
204,San Fulgencio,3
205,San Isidro,3
206,San Miguel de Salinas,3
207,Sant Vicent del Raspeig,3
208,Sanet y Negrals,3
209,Sant Joan d'Alacant,3
210,Santa Pola,3
211,Sax,3
212,Sella,3
213,Senija,3
214,Tàrbena,3
215,Teulada,3
216,Tibi,3
217,Tollos,3
218,Tormos,3
219,Torre de les Maçanes,3
220,Torrevieja,3
221,Vall d'Alcalà,3
222,Vall de Gallinera,3
223,Vall de Laguar,3
224,Vall d'Ebo,3
225,Verger,3
226,Vila Joiosa,3
227,Villena,3
228,Xaló,3
229,Abla,4
230,Abrucena,4
231,Adra,4
232,Albanchez,4
233,Alboloduy,4
234,Albox,4
235,Alcolea,4
236,Alcóntar,4
237,Alcudia de Monteagud,4
238,Alhabia,4
239,Alhama de Almería,4
240,Alicún,4
241,Almería,4
242,Almócita,4
243,Alsodux,4
244,Antas,4
245,Arboleas,4
246,Armuña de Almanzora,4
247,Bacares,4
248,Balanegra,4
249,Bayárcal,4
250,Bayarque,4
251,Bédar,4
252,Beires,4
253,Benahadux,4
254,Benitagla,4
255,Benizalón,4
256,Bentarique,4
257,Berja,4
258,Canjáyar,4
259,Cantoria,4
260,Carboneras,4
261,Castro de Filabres,4
262,Chercos,4
263,Chirivel,4
264,Cóbdar,4
265,Cuevas del Almanzora,4
266,Dalías,4
267,Darrical,4
268,Ejido,4
269,Enix,4
270,Felix,4
271,Fines,4
272,Fiñana,4
273,Fondón,4
274,Gádor,4
275,Gallardos,4
276,Garrucha,4
277,Gérgal,4
278,Huécija,4
279,Huércal de Almería,4
280,Huércal-Overa,4
281,Íllar,4
282,Instinción,4
283,Laroya,4
284,Láujar de Andarax,4
285,Líjar,4
286,Lubrín,4
287,Lucainena de las Torres,4
288,Lúcar,4
289,Macael,4
290,María,4
291,Mojácar,4
292,Mojonera,4
293,Nacimiento,4
294,Níjar,4
295,Ohanes,4
296,Olula de Castro,4
297,Olula del Río,4
298,Oria,4
299,Padules,4
300,Partaloa,4
301,Paterna del Río,4
302,Pechina,4
303,Pulpí,4
304,Purchena,4
305,Rágol,4
306,Rioja,4
307,Roquetas de Mar,4
308,Santa Cruz de Marchena,4
309,Santa Fe de Mondújar,4
310,Senés,4
311,Serón,4
312,Sierro,4
313,Somontín,4
314,Sorbas,4
315,Suflí,4
316,Tabernas,4
317,Taberno,4
318,Tahal,4
319,Terque,4
320,Tíjola,4
321,Tres Villas,4
322,Turre,4
323,Turrillas,4
324,Uleila del Campo,4
325,Urrácal,4
326,Velefique,4
327,Vélez-Blanco,4
328,Vélez-Rubio,4
329,Vera,4
330,Viator,4
331,Vícar,4
332,Zurgena,4
333,Agurain,1
334,Dulantzi,1
335,Amurrio,1
336,Añana,1
337,Aramaio,1
338,Armiñón,1
339,Arraia-Maeztu,1
340,Arratzua-Ubarrundia,1
341,Artziniega,1
342,Asparrena,1
343,Aiara,1
344,Mañueta,1
345,Barrundia,1
346,Berantevilla,1
347,Bernedo,1
348,Kanpezu,1
349,Burgelu,1
350,Elciego,1
351,Bilar,1
352,Erriberabeitia,1
353,Erriberagoitia,1
354,Harana,1
355,Iruña Oka,1
356,Iruraiz-Gauna,1
357,Kripan,1
358,Kuartango,1
359,Bastida,1
360,Lagrán,1
361,Laguardia,1
362,Lantziego,1
363,Lantarón,1
364,Lapuebla de Labarca,1
365,Llodio,1
366,Legutio,1
367,Leza,1
368,Moreda Araba,1
369,Navaridas,1
370,Okondo,1
371,Oion,1
372,Peñacerrada-Urizaharra,1
373,Samaniego,1
374,Donemiliaga,1
375,Urkabustaiz,1
376,Gaubea,1
377,Eskuernaga,1
378,Vitoria-Gasteiz,1
379,Iekora,1
380,Zalduondo,1
381,Zambrana,1
382,Zigoitia,1
383,Zuia,1
384,Allande,33
385,Aller,33
386,Amieva,33
387,Avilés,33
388,Belmonte de Miranda,33
389,Bimenes,33
390,Boal,33
391,Cabrales,33
392,Cabranes,33
393,Candamo,33
394,Cangas de Onís,33
395,Cangas del Narcea,33
396,Caravia,33
397,Carreño,33
398,Caso,33
399,Castrillón,33
400,Castropol,33
401,Coaña,33
402,Colunga,33
403,Corvera de Asturias,33
404,Cudillero,33
405,Degaña,33
406,Franco,33
407,Gijón,33
408,Gozón,33
409,Grado,33
410,Grandas de Salime,33
411,Ibias,33
412,Illano,33
413,Illas,33
414,Langreo,33
415,Laviana,33
416,Lena,33
417,Llanera,33
418,Llanes,33
419,Mieres,33
420,Morcín,33
421,Muros de Nalón,33
422,Nava,33
423,Navia,33
424,Noreña,33
425,Onís,33
426,Oviedo,33
427,Parres,33
428,Peñamellera Alta,33
429,Peñamellera Baja,33
430,Pesoz,33
431,Piloña,33
432,Ponga,33
433,Pravia,33
434,Proaza,33
435,Quirós,33
436,Regueras,33
437,Ribadedeva,33
438,Ribadesella,33
439,Ribera de Arriba,33
440,Riosa,33
441,Salas,33
442,San Martín de Oscos,33
443,San Martín del Rey Aurelio,33
444,San Tirso de Abres,33
445,Santa Eulalia de Oscos,33
446,Santo Adriano,33
447,Sariego,33
448,Siero,33
449,Sobrescobio,33
450,Somiedo,33
451,Soto del Barco,33
452,Tapia de Casariego,33
453,Taramundi,33
454,Teverga,33
455,Tineo,33
456,Valdés,33
457,Vegadeo,33
458,Villanueva de Oscos,33
459,Villaviciosa,33
460,Villayón,33
461,Yernes y Tameza,33
462,Adanero,5
463,Adrada,5
464,Albornos,5
465,Aldeanueva de Santa Cruz,5
466,Aldeaseca,5
467,Aldehuela,5
468,Amavida,5
469,Arenal,5
470,Arenas de San Pedro,5
471,Arevalillo,5
472,Arévalo,5
473,Aveinte,5
474,Avellaneda,5
475,Ávila,5
476,Barco de Ávila,5
477,Barraco,5
478,Barromán,5
479,Becedas,5
480,Becedillas,5
481,Bercial de Zapardiel,5
482,Berlanas,5
483,Bernuy-Zapardiel,5
484,Berrocalejo de Aragona,5
485,Blascomillán,5
486,Blasconuño de Matacabras,5
487,Blascosancho,5
488,Bohodón,5
489,Bohoyo,5
490,Bonilla de la Sierra,5
491,Brabos,5
492,Bularros,5
493,Burgohondo,5
494,Cabezas de Alambre,5
495,Cabezas del Pozo,5
496,Cabezas del Villar,5
497,Cabizuela,5
498,Canales,5
499,Candeleda,5
500,Cantiveros,5
501,Cardeñosa,5
502,Carrera,5
503,Casas del Puerto,5
504,Casasola,5
505,Casavieja,5
506,Casillas,5
507,Castellanos de Zapardiel,5
508,Cebreros,5
509,Cepeda la Mora,5
510,Chamartín,5
511,Cillán,5
512,Cisla,5
513,Colilla,5
514,Collado de Contreras,5
515,Collado del Mirón,5
516,Constanzana,5
517,Crespos,5
518,Cuevas del Valle,5
519,Diego del Carpio,5
520,Donjimeno,5
521,Donvidas,5
522,Espinosa de los Caballeros,5
523,Flores de Ávila,5
524,Fontiveros,5
525,Fresnedilla,5
526,Fresno,5
527,Fuente el Saúz,5
528,Fuentes de Año,5
529,Gallegos de Altamiros,5
530,Gallegos de Sobrinos,5
531,Garganta del Villar,5
532,Gavilanes,5
533,Gemuño,5
534,Gil García,5
535,Gilbuena,5
536,Gimialcón,5
537,Gotarrendura,5
538,Grandes y San Martín,5
539,Guisando,5
540,Gutierre-Muñoz,5
541,Hernansancho,5
542,Herradón de Pinares,5
543,Herreros de Suso,5
544,Higuera de las Dueñas,5
545,Hija de Dios,5
546,Horcajada,5
547,Horcajo de las Torres,5
548,Hornillo,5
549,Hoyo de Pinares,5
550,Hoyocasero,5
551,Hoyorredondo,5
552,Hoyos de Miguel Muñoz,5
553,Hoyos del Collado,5
554,Hoyos del Espino,5
555,Hurtumpascual,5
556,Junciana,5
557,Langa,5
558,Lanzahíta,5
559,Llanos de Tormes,5
560,Losar del Barco,5
561,Madrigal de las Altas Torres,5
562,Maello,5
563,Malpartida de Corneja,5
564,Mamblas,5
565,Mancera de Arriba,5
566,Manjabálago y Ortigosa de Rioalmar,5
567,Marlín,5
568,Martiherrero,5
569,Martínez,5
570,Mediana de Voltoya,5
571,Medinilla,5
572,Mengamuñoz,5
573,Mesegar de Corneja,5
574,Mijares,5
575,Mingorría,5
576,Mirón,5
577,Mironcillo,5
578,Mirueña de los Infanzones,5
579,Mombeltrán,5
580,Monsalupe,5
581,Moraleja de Matacabras,5
582,Muñana,5
583,Muñico,5
584,Muñogalindo,5
585,Muñogrande,5
586,Muñomer del Peco,5
587,Muñopepe,5
588,Muñosancho,5
589,Muñotello,5
590,Narrillos del Álamo,5
591,Narrillos del Rebollar,5
592,Narros de Saldueña,5
593,Narros del Castillo,5
594,Narros del Puerto,5
595,Nava de Arévalo,5
596,Nava del Barco,5
597,Navacepedilla de Corneja,5
598,Navadijos,5
599,Navaescurial,5
600,Navahondilla,5
601,Navalacruz,5
602,Navalmoral,5
603,Navalonguilla,5
604,Navalosa,5
605,Navalperal de Pinares,5
606,Navalperal de Tormes,5
607,Navaluenga,5
608,Navaquesera,5
609,Navarredonda de Gredos,5
610,Navarredondilla,5
611,Navarrevisca,5
612,Navas del Marqués,5
613,Navatalgordo,5
614,Navatejares,5
615,Neila de San Miguel,5
616,Niharra,5
617,Ojos-Albos,5
618,Orbita,5
619,Oso,5
620,Padiernos,5
621,Pajares de Adaja,5
622,Palacios de Goda,5
623,Papatrigo,5
624,Parral,5
625,Pascualcobo,5
626,Pedro Bernardo,5
627,Pedro-Rodríguez,5
628,Peguerinos,5
629,Peñalba de Ávila,5
630,Piedrahíta,5
631,Piedralaves,5
632,Poveda,5
633,Poyales del Hoyo,5
634,Pozanco,5
635,Pradosegar,5
636,Puerto Castilla,5
637,Rasueros,5
638,Riocabado,5
639,Riofrío,5
640,Rivilla de Barajas,5
641,Salobral,5
642,Salvadiós,5
643,San Bartolomé de Béjar,5
644,San Bartolomé de Corneja,5
645,San Bartolomé de Pinares,5
646,San Esteban de los Patos,5
647,San Esteban de Zapardiel,5
648,San Esteban del Valle,5
649,San García de Ingelmos,5
650,San Juan de Gredos,5
651,San Juan de la Encinilla,5
652,San Juan de la Nava,5
653,San Juan del Molinillo,5
654,San Juan del Olmo,5
655,San Lorenzo de Tormes,5
656,San Martín de la Vega del Alberche,5
657,San Martín del Pimpollar,5
658,San Miguel de Corneja,5
659,San Miguel de Serrezuela,5
660,San Pascual,5
661,San Pedro del Arroyo,5
662,San Vicente de Arévalo,5
663,Sanchidrián,5
664,Sanchorreja,5
665,Santa Cruz de Pinares,5
666,Santa Cruz del Valle,5
667,Santa María de los Caballeros,5
668,Santa María del Arroyo,5
669,Santa María del Berrocal,5
670,Santa María del Cubillo,5
671,Santa María del Tiétar,5
672,Santiago del Collado,5
673,Santiago del Tormes,5
674,Santo Domingo de las Posadas,5
675,Santo Tomé de Zabarcos,5
676,Serrada,5
677,Serranillos,5
678,Sigeres,5
679,Sinlabajos,5
680,Solana de Ávila,5
681,Solana de Rioalmar,5
682,Solosancho,5
683,Sotalbo,5
684,Sotillo de la Adrada,5
685,Tiemblo,5
686,Tiñosillos,5
687,Tolbaños,5
688,Tormellas,5
689,Tornadizos de Ávila,5
690,Torre,5
691,Tórtoles,5
692,Umbrías,5
693,Vadillo de la Sierra,5
694,Valdecasa,5
695,Vega de Santa María,5
696,Velayos,5
697,Villaflor,5
698,Villafranca de la Sierra,5
699,Villanueva de Ávila,5
700,Villanueva de Gómez,5
701,Villanueva del Aceral,5
702,Villanueva del Campillo,5
703,Villar de Corneja,5
704,Villarejo del Valle,5
705,Villatoro,5
706,Viñegra de Moraña,5
707,Vita,5
708,Zapardiel de la Cañada,5
709,Zapardiel de la Ribera,5
710,Acedera,6
711,Aceuchal,6
712,Ahillones,6
713,Alange,6
714,Albuera,6
715,Alburquerque,6
716,Alconchel,6
717,Alconera,6
718,Aljucén,6
719,Almendral,6
720,Almendralejo,6
721,Arroyo de San Serván,6
722,Atalaya,6
723,Azuaga,6
724,Badajoz,6
725,Barcarrota,6
726,Baterno,6
727,Benquerencia de la Serena,6
728,Berlanga,6
729,Bienvenida,6
730,Bodonal de la Sierra,6
731,Burguillos del Cerro,6
732,Cabeza del Buey,6
733,Cabeza la Vaca,6
734,Calamonte,6
735,Calera de León,6
736,Calzadilla de los Barros,6
737,Campanario,6
738,Campillo de Llerena,6
739,Capilla,6
740,Carmonita,6
741,Carrascalejo,6
742,Casas de Don Pedro,6
743,Casas de Reina,6
744,Castilblanco,6
745,Castuera,6
746,Cheles,6
747,Codosera,6
748,Cordobilla de Lácara,6
749,Coronada,6
750,Corte de Peleas,6
751,Cristina,6
752,Don Álvaro,6
753,Don Benito,6
754,Entrín Bajo,6
755,Esparragalejo,6
756,Esparragosa de la Serena,6
757,Esparragosa de Lares,6
758,Feria,6
759,Fregenal de la Sierra,6
760,Fuenlabrada de los Montes,6
761,Fuente de Cantos,6
762,Fuente del Arco,6
763,Fuente del Maestre,6
764,Fuentes de León,6
765,Garbayuela,6
766,Garlitos,6
767,Garrovilla,6
768,Granja de Torrehermosa,6
769,Guadiana del Caudillo,6
770,Guareña,6
771,Haba,6
772,Helechosa de los Montes,6
773,Herrera del Duque,6
774,Higuera de la Serena,6
775,Higuera de Llerena,6
776,Higuera de Vargas,6
777,Higuera la Real,6
778,Hinojosa del Valle,6
779,Hornachos,6
780,Jerez de los Caballeros,6
781,Lapa,6
782,Llera,6
783,Llerena,6
784,Lobón,6
785,Magacela,6
786,Maguilla,6
787,Malcocinado,6
788,Malpartida de la Serena,6
789,Manchita,6
790,Medellín,6
791,Medina de las Torres,6
792,Mengabril,6
793,Mérida,6
794,Mirandilla,6
795,Monesterio,6
796,Montemolín,6
797,Monterrubio de la Serena,6
798,Montijo,6
799,Morera,6
800,Nava de Santiago,6
801,Navalvillar de Pela,6
802,Nogales,6
803,Oliva de la Frontera,6
804,Oliva de Mérida,6
805,Olivenza,6
806,Orellana de la Sierra,6
807,Orellana la Vieja,6
808,Palomas,6
809,Parra,6
810,Peñalsordo,6
811,Peraleda del Zaucejo,6
812,Puebla de Alcocer,6
813,Puebla de la Calzada,6
814,Puebla de la Reina,6
815,Puebla de Obando,6
816,Puebla de Sancho Pérez,6
817,Puebla del Maestre,6
818,Puebla del Prior,6
819,Pueblonuevo del Guadiana,6
820,Quintana de la Serena,6
821,Reina,6
822,Rena,6
823,Retamal de Llerena,6
824,Ribera del Fresno,6
825,Risco,6
826,Roca de la Sierra,6
827,Salvaleón,6
828,Salvatierra de los Barros,6
829,San Pedro de Mérida,6
830,San Vicente de Alcántara,6
831,Sancti-Spíritus,6
832,Santa Amalia,6
833,Santa Marta,6
834,Santos de Maimona,6
835,Segura de León,6
836,Siruela,6
837,Solana de los Barros,6
838,Talarrubias,6
839,Talavera la Real,6
840,Táliga,6
841,Tamurejo,6
842,Torre de Miguel Sesmero,6
843,Torremayor,6
844,Torremejía,6
845,Trasierra,6
846,Trujillanos,6
847,Usagre,6
848,Valdecaballeros,6
849,Valdelacalzada,6
850,Valdetorres,6
851,Valencia de las Torres,6
852,Valencia del Mombuey,6
853,Valencia del Ventoso,6
854,Valle de la Serena,6
855,Valle de Matamoros,6
856,Valle de Santa Ana,6
857,Valverde de Burguillos,6
858,Valverde de Leganés,6
859,Valverde de Llerena,6
860,Valverde de Mérida,6
861,Villafranca de los Barros,6
862,Villagarcía de la Torre,6
863,Villagonzalo,6
864,Villalba de los Barros,6
865,Villanueva de la Serena,6
866,Villanueva del Fresno,6
867,Villar de Rena,6
868,Villar del Rey,6
869,Villarta de los Montes,6
870,Zafra,6
871,Zahínos,6
872,Zalamea de la Serena,6
873,Zarza,6
874,Zarza-Capilla,6
875,Alaior,7
876,Alaró,7
877,Alcúdia,7
878,Algaida,7
879,Andratx,7
880,Ariany,7
881,Artà,7
882,Banyalbufar,7
883,Binissalem,7
884,Búger,7
885,Bunyola,7
886,Calvià,7
887,Campanet,7
888,Campos,7
889,Capdepera,7
890,Castell,7
891,Ciutadella de Menorca,7
892,Consell,7
893,Costitx,7
894,Deià,7
895,Eivissa,7
896,Escorca,7
897,Esporles,7
898,Estellencs,7
899,Felanitx,7
900,Ferreries,7
901,Formentera,7
902,Fornalutx,7
903,Inca,7
904,Lloret de Vistalegre,7
905,Lloseta,7
906,Llubí,7
907,Llucmajor,7
908,Manacor,7
909,Mancor de la Vall,7
910,Maó,7
911,Maria de la Salut,7
912,Marratxí,7
913,Mercadal,7
914,Migjorn Gran,7
915,Montuïri,7
916,Muro,7
917,Palma,7
918,Petra,7
919,Pobla,7
920,Pollença,7
921,Porreres,7
922,Puigpunyent,7
923,Salines,7
924,Sant Antoni de Portmany,7
925,Sant Joan,7
926,Sant Joan de Labritja,7
927,Sant Josep de sa Talaia,7
928,Sant Llorenç des Cardassar,7
929,Sant Lluís,7
930,Santa Eugènia,7
931,Santa Eulària des Riu,7
932,Santa Margalida,7
933,Santa María del Camí,7
934,Santanyí,7
935,Selva,7
936,Sencelles,7
937,Sineu,7
938,Sóller,7
939,Son Servera,7
940,Valldemossa,7
941,Vilafranca de Bonany,7
942,Abrera,8
943,Aguilar de Segarra,8
944,Aiguafreda,8
945,Alella,8
946,Alpens,8
947,Ametlla del Vallès,8
948,Arenys de Mar,8
949,Arenys de Munt,8
950,Argençola,8
951,Argentona,8
952,Artés,8
953,Avià,8
954,Avinyó,8
955,Avinyonet del Penedès,8
956,Badalona,8
957,Badia del Vallès,8
958,Bagà,8
959,Balenyà,8
960,Balsareny,8
961,Barberà del Vallès,8
962,Barcelona,8
963,Begues,8
964,Bellprat,8
965,Berga,8
966,Bigues i Riells,8
967,Borredà,8
968,Bruc,8
969,Brull,8
970,Cabanyes,8
971,Cabrera d'Anoia,8
972,Cabrera de Mar,8
973,Cabrils,8
974,Calaf,8
975,Calders,8
976,Caldes de Montbui,8
977,Caldes d'Estrac,8
978,Calella,8
979,Calldetenes,8
980,Callús,8
981,Calonge de Segarra,8
982,Campins,8
983,Canet de Mar,8
984,Canovelles,8
985,Cànoves i Samalús,8
986,Canyelles,8
987,Capellades,8
988,Capolat,8
989,Cardedeu,8
990,Cardona,8
991,Carme,8
992,Casserres,8
993,Castell de l'Areny,8
994,Castellar de n'Hug,8
995,Castellar del Riu,8
996,Castellar del Vallès,8
997,Castellbell i el Vilar,8
998,Castellbisbal,8
999,Castellcir,8
1000,Castelldefels,8
1001,Castellet i la Gornal,8
1002,Castellfollit de Riubregós,8
1003,Castellfollit del Boix,8
1004,Castellgalí,8
1005,Castellnou de Bages,8
1006,Castellolí,8
1007,Castellterçol,8
1008,Castellví de la Marca,8
1009,Castellví de Rosanes,8
1010,Centelles,8
1011,Cercs,8
1012,Cerdanyola del Vallès,8
1013,Cervelló,8
1014,Collbató,8
1015,Collsuspina,8
1016,Copons,8
1017,Corbera de Llobregat,8
1018,Cornellà de Llobregat,8
1019,Cubelles,8
1020,Dosrius,8
1021,Esparreguera,8
1022,Esplugues de Llobregat,8
1023,Espunyola,8
1024,Esquirol,8
1025,Estany,8
1026,Figaró-Montmany,8
1027,Fígols,8
1028,Fogars de la Selva,8
1029,Fogars de Montclús,8
1030,Folgueroles,8
1031,Fonollosa,8
1032,Font-rubí,8
1033,Franqueses del Vallès,8
1034,Gaià,8
1035,Gallifa,8
1036,Garriga,8
1037,Gavà,8
1038,Gelida,8
1039,Gironella,8
1040,Gisclareny,8
1041,Granada,8
1042,Granera,8
1043,Granollers,8
1044,Gualba,8
1045,Guardiola de Berguedà,8
1046,Gurb,8
1047,Hospitalet de Llobregat,8
1048,Hostalets de Pierola,8
1049,Igualada,8
1050,Jorba,8
1051,Llacuna,8
1052,Llagosta,8
1053,Lliçà d'Amunt,8
1054,Lliçà de Vall,8
1055,Llinars del Vallès,8
1056,Lluçà,8
1057,Malgrat de Mar,8
1058,Malla,8
1059,Manlleu,8
1060,Manresa,8
1061,Marganell,8
1062,Martorell,8
1063,Martorelles,8
1064,Masies de Roda,8
1065,Masies de Voltregà,8
1066,Masnou,8
1067,Masquefa,8
1068,Matadepera,8
1069,Mataró,8
1070,Mediona,8
1071,Moià,8
1072,Molins de Rei,8
1073,Mollet del Vallès,8
1074,Monistrol de Calders,8
1075,Monistrol de Montserrat,8
1076,Montcada i Reixac,8
1077,Montclar,8
1078,Montesquiu,8
1079,Montgat,8
1080,Montmajor,8
1081,Montmaneu,8
1082,Montmeló,8
1083,Montornès del Vallès,8
1084,Montseny,8
1085,Muntanyola,8
1086,Mura,8
1087,Navarcles,8
1088,Navàs,8
1089,Nou de Berguedà,8
1090,Òdena,8
1091,Olèrdola,8
1092,Olesa de Bonesvalls,8
1093,Olesa de Montserrat,8
1094,Olivella,8
1095,Olost,8
1096,Olvan,8
1097,Orís,8
1098,Oristà,8
1099,Orpí,8
1100,Òrrius,8
1101,Pacs del Penedès,8
1102,Palafolls,8
1103,Palau-solità i Plegamans,8
1104,Pallejà,8
1105,Palma de Cervelló,8
1106,Papiol,8
1107,Parets del Vallès,8
1108,Perafita,8
1109,Piera,8
1110,Pineda de Mar,8
1111,Pla del Penedès,8
1112,Pobla de Claramunt,8
1113,Pobla de Lillet,8
1114,Polinyà,8
1115,Pont de Vilomara i Rocafort,8
1116,Pontons,8
1117,Prat de Llobregat,8
1118,Prats de Lluçanès,8
1119,Prats de Rei,8
1120,Premià de Dalt,8
1121,Premià de Mar,8
1122,Puigdàlber,8
1123,Puig-reig,8
1124,Pujalt,8
1125,Quar,8
1126,Rajadell,8
1127,Rellinars,8
1128,Ripollet,8
1129,Roca del Vallès,8
1130,Roda de Ter,8
1131,Rubí,8
1132,Rubió,8
1133,Rupit i Pruit,8
1134,Sabadell,8
1135,Sagàs,8
1136,Saldes,8
1137,Sallent,8
1138,Sant Adrià de Besòs,8
1139,Sant Agustí de Lluçanès,8
1140,Sant Andreu de la Barca,8
1141,Sant Andreu de Llavaneres,8
1142,Sant Antoni de Vilamajor,8
1143,Sant Bartomeu del Grau,8
1144,Sant Boi de Llobregat,8
1145,Sant Boi de Lluçanès,8
1146,Sant Cebrià de Vallalta,8
1147,Sant Celoni,8
1148,Sant Climent de Llobregat,8
1149,Sant Cugat del Vallès,8
1150,Sant Cugat Sesgarrigues,8
1151,Sant Esteve de Palautordera,8
1152,Sant Esteve Sesrovires,8
1153,Sant Feliu de Codines,8
1154,Sant Feliu de Llobregat,8
1155,Sant Feliu Sasserra,8
1156,Sant Fost de Campsentelles,8
1157,Sant Fruitós de Bages,8
1158,Sant Hipòlit de Voltregà,8
1159,Sant Iscle de Vallalta,8
1160,Sant Jaume de Frontanyà,8
1161,Sant Joan de Vilatorrada,8
1162,Sant Joan Despí,8
1163,Sant Julià de Cerdanyola,8
1164,Sant Julià de Vilatorta,8
1165,Sant Just Desvern,8
1166,Sant Llorenç d'Hortons,8
1167,Sant Llorenç Savall,8
1168,Sant Martí d'Albars,8
1169,Sant Martí de Centelles,8
1170,Sant Martí de Tous,8
1171,Sant Martí Sarroca,8
1172,Sant Martí Sesgueioles,8
1173,Sant Mateu de Bages,8
1174,Sant Pere de Ribes,8
1175,Sant Pere de Riudebitlles,8
1176,Sant Pere de Torelló,8
1177,Sant Pere de Vilamajor,8
1178,Sant Pere Sallavinera,8
1179,Sant Pol de Mar,8
1180,Sant Quintí de Mediona,8
1181,Sant Quirze de Besora,8
1182,Sant Quirze del Vallès,8
1183,Sant Quirze Safaja,8
1184,Sant Sadurní d'Anoia,8
1185,Sant Sadurní d'Osormort,8
1186,Sant Salvador de Guardiola,8
1187,Sant Vicenç de Castellet,8
1188,Sant Vicenç de Montalt,8
1189,Sant Vicenç de Torelló,8
1190,Sant Vicenç dels Horts,8
